Search Query|Norm Query|Miner|Miner args|Query|Shard Kind
шорты гимнастические женские|гимнастический для_женщина subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты гимнастические женские" --context-subject-filter=true|preset=19297020|presets/bucket_32
шорты городские|городской subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты городские" --context-subject-filter=true|preset=11033572|presets/bucket_32
шорты деловые|деловой subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты деловые" --context-subject-filter=true|preset=10029984|presets/bucket_32
шорты деловые женские|деловой для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты деловые женские" --context-subject-filter=true|preset=19129214|presets/bucket_32
шорты детские для девочек черные|для_девочка для_детей черный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты детские для девочек черные" --context-subject-filter=true|preset=10036183|presets/bucket_32
шорты детские|для_детей subj_шорты|context|--context-subject="шорты" --query="шорты детские" @sort: --apply-self-ranker=false|preset=77000332&kind=3;5;6|presets/bucket_32
шорты детские для мальчиков 92|92 для_детей для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты детские для мальчиков 92" --context-subject-filter=true|preset=19468825|presets/bucket_32
шорты детские для физкультуры|для_детей для_физкультура subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты детские для физкультуры" --context-subject-filter=true|preset=10161054&kind=3;5;6|presets/bucket_32
шорты детские единоборства|для_детей единоборство subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты детские единоборства" --context-subject-filter=true|preset=19158476|presets/bucket_32
шорты детские красные|для_детей красный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты детские красные" --context-subject-filter=true|preset=10152225|presets/bucket_32
шорты детские мальчики джинсовые|для_детей для_мальчик из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты детские мальчики джинсовые" --context-subject-filter=true|preset=10056696&kind=3;6|presets/bucket_32
шорты детские однотонные|для_детей однотонный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты детские однотонные" --context-subject-filter=true|preset=19143994|presets/bucket_32
шорты детские с карманами|для_детей с_карман subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты детские с карманами" --context-subject-filter=true|preset=19166972|presets/bucket_32
шорты детские спортивные|для_детей спортивный subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты детские спортивные" --context-subject-filter=true|preset=10055280|presets/bucket_32
шорты детские трикотаж|для_детей subj_трикотаж subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты детские трикотаж" --context-subject-filter=true|preset=19143513|presets/bucket_32
шорты детские черные для мальчиков|для_детей для_мальчик черный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты детские черные для мальчиков" --context-subject-filter=true|preset=10066643&kind=3;6|presets/bucket_32
шорты джинс|джинс subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты джинс" --context-subject-filter=true|preset=10065156|presets/bucket_32
шорты джинс для мальчика|джинс для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинс для мальчика" --context-subject-filter=true|preset=10712620|presets/bucket_32
шорты джинсовые levi's|levi's из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты джинсовые levi's" --context-subject-filter=true|preset=10047210|presets/bucket_32
шорты джинсовые бежевые|бежевый из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинсовые бежевые" --context-subject-filter=true|preset=19152342|presets/bucket_32
шорты джинсовые детские|для_детей из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты джинсовые детские" --context-subject-filter=true|preset=10025959&kind=3;5;6|presets/bucket_32
шорты джинсовые для мальчика|для_мальчик из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --query="джинсовые шорты на мальчика" --context-subject-filter=true|preset=10003503&kind=3;6|presets/bucket_32
шорты джинсовые женские до колен|для_женщина до_колено из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинсовые женские до колен" --context-subject-filter=true|preset=19143509|presets/bucket_32
шорты джинсовые женские средняя посадка|для_женщина из_джинсы subj_посадка средний subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинсовые женские средняя посадка" --context-subject-filter=true|preset=19152082|presets/bucket_32
шорты джинсовые зеленые|зеленый из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинсовые зеленые" --context-subject-filter=true|preset=19158115|presets/bucket_32
шорты джинсовые мини|mini из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джинсовые мини" --context-subject-filter=true|preset=19143603|presets/bucket_32
шорты джоггеры|джоггеры subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты джоггеры" --context-subject-filter=true|preset=19712470|presets/bucket_32
шорты джоггеры мужские|джоггеры для_мужчина subj_шорты|elasticsearch|--max-product=35000 --query="шорты джоггеры мужские"|preset=10797611|presets/bucket_32
шорты длинные|длинный subj_шорты|elasticsearch|--context-subject="шорты" --query="удлиненные шорты" --context-subject-filter=true|preset=10029098|presets/bucket_32
шорты длинные для мальчика|длинный для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты длинные для мальчика" --context-subject-filter=true|preset=10559657|presets/bucket_32
шорты длинные женские|длинный для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты длинные женские" --context-subject-filter=true|preset=10010554&kind=0;2|presets/bucket_32
шорты длинные женские трикотажные|длинный для_женщина subj_трикотаж subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты длинные женские трикотажные" --context-subject-filter=true|preset=10696010|presets/bucket_32
шорты длинные черные|длинный черный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты длинные черные" --context-subject-filter=true|preset=19166616|presets/bucket_32
шорты длинный детские|длинный для_детей subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты длинный детские" --context-subject-filter=true|preset=19151570|presets/bucket_32
шорты для pole dance|dance для_pole subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для pole dance" --context-subject-filter=true|preset=10097110|presets/bucket_32
шорты для бассейна|для_бассейн subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для бассейна" --context-subject-filter=true|preset=10187456|presets/bucket_32
шорты для бега женские|для_бег для_женщина subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для бега женские" --context-subject-filter=true|preset=10031224&kind=0;2|presets/bucket_32
шорты для беременных одежда|для_беременная одежда subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для беременных" --context-subject-filter=true|preset=10005375&kind=0;2|presets/bucket_32
шорты для бокса|для_бокс subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для бокса" --context-subject-filter=true|preset=10035242|presets/bucket_32
шорты для бокса для женщин|для_бокс для_женщина subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для бокса женские" --context-subject-filter=true|preset=10734151|presets/bucket_32
шорты для велоспорта|для_велоспорт subj_шорты|elasticsearch|--context-subject="велошорты" --query="шорты для велоспорта"|preset=10129034|presets/bucket_32
шорты для волейбола для девочек|волейбольный для_девочка subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для волейбола для девочек" --context-subject-filter=true|preset=10650810|presets/bucket_32
шорты для гимнастики детские|для_гимнастика для_детей subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для гимнастики детские" --context-subject-filter=true|preset=10057708&kind=3;5;6|presets/bucket_32
шорты для гимнастики|для_гимнастика subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для гимнастики" --context-subject-filter=true|preset=10017412|presets/bucket_32
шорты для города|для_город subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для города" --context-subject-filter=true|preset=19204412|presets/bucket_32
шорты для дачи|для_дача subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для дачи" --context-subject-filter=true|preset=10614748|presets/bucket_32
шорты для девочек гимнастика|subj_гимнастика для_девочка subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для девочек гимнастика" --context-subject-filter=true|preset=10047244&kind=3;5|presets/bucket_32
шорты для девочки 10 лет|год десять для_девочка subj_шорты|elasticsearch|--query="шорты для девочки 10 лет" --max-product=35000 --context-subject="шорты" --context-subject-filter=true|preset=2000683|presets/bucket_32
шорты для девочки 146|146 для_девочка subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки 146" --context-subject-filter=true|preset=10804884|presets/bucket_32
шорты для девочки 6 лет|год для_девочка шесть subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки 6 лет" --context-subject-filter=true|preset=10738832|presets/bucket_32
шорты для девочки 7 лет|год для_девочка семь subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки 7 лет" --context-subject-filter=true|preset=10725759|presets/bucket_32
шорты для девочки 92 размер|92 для_девочка subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки 92 размер" --context-subject-filter=true|preset=19166311|presets/bucket_32
шорты для девочки джинс|джинс для_девочка subj_шорты|elasticsearch|--context-subject="шорты" --query="джинсовые шорты для девочек" --context-subject-filter=true|preset=10095881&kind=3;5|presets/bucket_32
шорты для девочки короткие|для_девочка короткий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки короткие" --context-subject-filter=true|preset=19152090|presets/bucket_32
шорты для девочки с высокой посадкой|для_девочка посадка с_высокий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для девочки с высокой посадкой" --context-subject-filter=true|preset=19268497|presets/bucket_32
шорты для девочки синие|для_девочка синий subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для девочки синие" --context-subject-filter=true|preset=10170143&kind=3;5|presets/bucket_32
шорты для женщин levi's|levi's для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские levi's"|preset=10050397&kind=0;2|presets/bucket_32
шорты для женщин весна|subj_весна для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские весна" --context-subject-filter=true|preset=19157158|presets/bucket_32
шорты для зала|для_зал subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для зала" --context-subject-filter=true|preset=10650551|presets/bucket_32
шорты для занятия спортом|для_занятие спорт subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для занятия спортом" --context-subject-filter=true|preset=10147129|presets/bucket_32
шорты для йоги|для_йога subj_шорты|elasticsearch|--query="шорты для йоги" --max-product=35000 --context-subject="шорты" --context-subject-filter=true|preset=200011633|presets/bucket_32
шорты для кикбоксинга детские|для_детей для_кикбоксинг subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для кикбоксинга детские" --context-subject-filter=true|preset=19677777|presets/bucket_32
шорты для купания женские|для_женщина плавательный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для плавания женские" --context-subject-filter=true|preset=10030569&kind=0;2|presets/bucket_32
шорты для мальчик 152|152 для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчик 152" --context-subject-filter=true|preset=19153327|presets/bucket_32
шорты для мальчика 110|110 для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчика 110" --context-subject-filter=true|preset=19431969|presets/bucket_32
шорты для мальчика 12 лет|12 год для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчика 12 лет" --context-subject-filter=true|preset=10752423|presets/bucket_32
шорты для мальчика 140|140 для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика 140" --context-subject-filter=true|preset=10188921&kind=3;6|presets/bucket_32
шорты для мальчика в сад|в_сад для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчика в сад" --context-subject-filter=true|preset=10344786|presets/bucket_32
шорты для мальчика красные|для_мальчик красный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика красные" --context-subject-filter=true|preset=10094830|presets/bucket_32
шорты для мальчика на лето|для_мальчик на_лето subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика на лето" --context-subject-filter=true|preset=10025650&kind=3;6|presets/bucket_32
шорты для мальчика пляжные|для_мальчик пляжный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика пляжные" --context-subject-filter=true|preset=10035384&kind=3;6|presets/bucket_32
шорты для мальчика подростка|для_мальчик подросток subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика подростка" --context-subject-filter=true|preset=10050688&kind=0;1;3;6|presets/bucket_32
шорты для мальчика трикотажные|для_мальчик subj_трикотаж subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для мальчика трикотажные" --context-subject-filter=true|preset=10019861&kind=3;6|presets/bucket_32
шорты для мальчика турция|для_мальчик subj_турция subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчика турция" --context-subject-filter=true|preset=19151991|presets/bucket_32
шорты для мальчиков 164|164 для_мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для мальчиков 164" --context-subject-filter=true|preset=19434866|presets/bucket_32
шорты для мужиков|для_мужик subj_шорты|context|--context-subject="шорты" --query="шорты для мужиков" @sort: --apply-self-ranker=false|preset=77004046&kind=0;1|presets/bucket_32
шорты для отдыха|для_отдых subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для отдыха" --context-subject-filter=true|preset=19151617|presets/bucket_32
шорты для отдыха женские|для_женщина для_отдых subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для отдыха женские" --context-subject-filter=true|preset=19435012|presets/bucket_32
шорты для офиса женские|для_женщина офисный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для офиса женские" --context-subject-filter=true|preset=10065311&kind=0;2|presets/bucket_32
шорты для плавания для девочки|для_девочка плавательный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для плавания для девочки" --context-subject-filter=true|preset=10622398|presets/bucket_32
шорты для плавания мужские твое|для_мужчина плавательный твой subj_шорты|elasticsearch|--context-brand="твое" --context-subject="шорты" --max-product=35000 --query="шорты для плавания мужские твое" --context-subject-filter=true|preset=19142759|presets/bucket_32
шорты для плавания твое|плавательный твой subj_шорты|elasticsearch|--context-brand="твое" --context-subject="шорты" --max-product=35000 --query="шорты для плавания твое" --context-subject-filter=true|preset=19128699|presets/bucket_32
шорты для пляжа женские|для_женщина пляжный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для пляжа женские" --context-subject-filter=true|preset=10004919&kind=0;2|presets/bucket_32
шорты для полдэнс|для_полдэнс subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для полдэнс" --context-subject-filter=true|preset=10092301|presets/bucket_32
шорты для полных женщин|для_полный женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для полных женщин" --context-subject-filter=true|preset=10350094|presets/bucket_32
шорты для полных мальчиков|для_полный мальчик subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для полных мальчиков" --context-subject-filter=true|preset=19468895|presets/bucket_32
шорты для работа|для_работа subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для работа" --context-subject-filter=true|preset=19158942|presets/bucket_32
шорты для самбо детские|для_детей для_самбо subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для самбо детские" --context-subject-filter=true|preset=10643986|presets/bucket_32
шорты для самбо для мальчика|для_мальчик для_самбо subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для самбо для мальчика" --context-subject-filter=true|preset=10623971|presets/bucket_32
шорты для самбо красные|для_самбо красный subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для самбо красные" --context-subject-filter=true|preset=19438956|presets/bucket_32
шорты для самбо синие|для_самбо синий subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для самбо синие" --context-subject-filter=true|preset=10623876|presets/bucket_32
шорты для сна детские|для_детей для_сон subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для сна детские" --context-subject-filter=true|preset=10728483|presets/bucket_32
шорты для сна|для_сон subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для сна" --context-subject-filter=true|preset=10054330|presets/bucket_32
шорты для сна женские|для_женщина для_сон subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для сна женские" --context-subject-filter=true|preset=10335096|presets/bucket_32
шорты для спортзала|для_спортзал subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для спортзала" --context-subject-filter=true|preset=10794148|presets/bucket_32
шорты для танцев белые|белый для_танец subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для танцев белые" --context-subject-filter=true|preset=10780147|presets/bucket_32
шорты для танцев для детей|для_детей для_танец subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для танцев детские" --context-subject-filter=true|preset=10189003&kind=3;5;6|presets/bucket_32
шорты для танцев|для_танец subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты для танцев" --context-subject-filter=true|preset=10018568|presets/bucket_32
шорты для танцев кожаные|для_танец кожаный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для танцев кожаные" --context-subject-filter=true|preset=19158541|presets/bucket_32
шорты для тренажерного зала|для_тренажерный зал subj_шорты|elasticsearch|--context-subject="шорты спортивные" --max-product=35000 --query="шорты для тренажерного зала"|preset=10720379|presets/bucket_32
шорты для туризма|для_туризм subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для туризма" --context-subject-filter=true|preset=19129294|presets/bucket_32
шорты для улицы|для_улица subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты для улицы" --context-subject-filter=true|preset=10720622|presets/bucket_32
шорты для физкультуры для девочки|для_девочка для_физкультура subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для физкультуры для девочки" --context-subject-filter=true|preset=10106130&kind=3;5|presets/bucket_32
шорты для физкультуры для мальчика|для_мальчик для_физкультура subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для физкультуры для мальчика" --context-subject-filter=true|preset=109100704&kind=3;6|presets/bucket_32
шорты для физкультуры|для_физкультура subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для физкультуры" --context-subject-filter=true|preset=10046077|presets/bucket_32
шорты для фитнеса женские|для_женщина subj_фитнес subj_шорты|elasticsearch|--context-subject="шорты спортивные" --query="шорты для фитнеса женские" --context-subject-filter=true|preset=10038337&kind=0;2|presets/bucket_32
шорты до колен|до_колено subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты до колен" --context-subject-filter=true|preset=10080343|presets/bucket_32
шорты домашние детские|для_детей домашний subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты домашние детские" --context-subject-filter=true|preset=19333001|presets/bucket_32
шорты домашние|домашний subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты домашние" --context-subject-filter=true|preset=10015919|presets/bucket_32
шорты домашние женские больших размеров|большой для_женщина домашний размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты домашние женские больших размеров" --context-subject-filter=true|preset=19252124|presets/bucket_32
шорты домашние женские твое|для_женщина домашний твой subj_шорты|elasticsearch|--context-brand="твое" --context-subject="шорты" --max-product=35000 --query="шорты домашние женские твое" --context-subject-filter=true|preset=10359393|presets/bucket_32
шорты домашние короткие|домашний короткий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты домашние короткие" --context-subject-filter=true|preset=19166646|presets/bucket_32
шорты дом|subj_дом subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты дом" --context-subject-filter=true|preset=19166875|presets/bucket_32
шорты женские 52 размер|52 для_женщина subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские 52 размер" --context-subject-filter=true|preset=10777271|presets/bucket_32
шорты женские 54|54 для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские 54" --context-subject-filter=true|preset=10356708|presets/bucket_32
шорты женские 62 размер|62 для_женщина subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские 62 размер" --context-subject-filter=true|preset=10795097|presets/bucket_32
шорты женские большие|большой для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские большие" --context-subject-filter=true|preset=10327517|presets/bucket_32
шорты женские больших размеров|большой для_женщина размер subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские больших размеров" --context-subject-filter=true|preset=10010378&kind=0;2|presets/bucket_32
шорты женские большой размер хлопок|большой для_женщина из_хлопок subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские большой размер хлопок" --context-subject-filter=true|preset=10093581&kind=0;2|presets/bucket_32
шорты женские велюровые|велюровый для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские велюровые" --context-subject-filter=true|preset=10145617&kind=0;2|presets/bucket_32
шорты женские вискоза|для_женщина из_вискоза subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские вискоза" --context-subject-filter=true|preset=18953315|presets/bucket_32
шорты женские для беременных|для_беременная для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские для беременных" --context-subject-filter=true|preset=18954815&kind=0;2|presets/bucket_32
шорты женские в сетку|в_сетка для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские в сетку" --context-subject-filter=true|preset=19153464|presets/bucket_32
шорты женские джинса|subj_джинса для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские джинса" --context-subject-filter=true|preset=19142735|presets/bucket_32
шорты женские джинсовые твое|для_женщина из_джинсы твой subj_шорты|elasticsearch|--context-brand="твое" --context-subject="шорты" --max-product=35000 --query="шорты женские джинсовые твое" --context-subject-filter=true|preset=19614083|presets/bucket_32
шорты женские джинсовые широкие|для_женщина из_джинсы широкий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские джинсовые широкие" --context-subject-filter=true|preset=10695973|presets/bucket_32
шорты женские длинные на резинке|длинный для_женщина на_резинка subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские длинные на резинке" --context-subject-filter=true|preset=10750017|presets/bucket_32
шорты женские длинные широкие|длинный для_женщина широкий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские длинные широкие" --context-subject-filter=true|preset=19166662|presets/bucket_32
шорты женские для танцев|для_женщина для_танец subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские для танцев" --context-subject-filter=true|preset=10043304&kind=0;2|presets/bucket_32
шорты женские для тверка|для_женщина для_тверка subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские для тверка" --context-subject-filter=true|preset=19143867|presets/bucket_32
шорты женские до колена|для_женщина до_колено subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские до колена" --context-subject-filter=true|preset=10090347&kind=0;2|presets/bucket_32
шорты женские домашние|для_женщина домашний subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские домашние" --context-subject-filter=true|preset=10006141&kind=0;2|presets/bucket_32
шорты женские из эко кожи|для_женщина из_эко кожа subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские из эко кожи" --context-subject-filter=true|preset=19158171|presets/bucket_32
шорты женские классические брючные|брючный для_женщина классический subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские классические брючные" --context-subject-filter=true|preset=100085856|presets/bucket_32
шорты женские кожа|для_женщина subj_кожа subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские кожа" --context-subject-filter=true|preset=10188986&kind=0;2|presets/bucket_32
шорты женские короткие|для_женщина короткий subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские короткие" --context-subject-filter=true|preset=10040226&kind=0;2|presets/bucket_32
шорты женские лен|для_женщина из_лен subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские лен" --context-subject-filter=true|preset=10018410&kind=0;2|presets/bucket_32
шорты женские летние|для_женщина на_лето subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские летние" --context-subject-filter=true|preset=77000581&kind=0;2|presets/bucket_32
шорты женские летние короткие|для_женщина короткий на_лето subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские летние короткие" --context-subject-filter=true|preset=11031882|presets/bucket_32
шорты женские летние свободные|для_женщина на_лето свободный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские летние свободные" --context-subject-filter=true|preset=19143001|presets/bucket_32
шорты женские летние тканевые|для_женщина на_лето subj_ткань subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские летние тканевые" --context-subject-filter=true|preset=10650763|presets/bucket_32
шорты женские молодежные|для_женщина для_молодежь subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские молодежные" --context-subject-filter=true|preset=19158088|presets/bucket_32
шорты женские на завязках|для_женщина на_завязка subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские на завязках" --context-subject-filter=true|preset=19151934|presets/bucket_32
шорты женские на молнии|для_женщина на_молния subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские на молнии" --context-subject-filter=true|preset=19158511|presets/bucket_32
шорты женские на резинке|для_женщина на_резинка subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские на резинке" --context-subject-filter=true|preset=10064932&kind=0;2|presets/bucket_32
шорты женские ночные|для_женщина ночной subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские ночные" --context-subject-filter=true|preset=19128989|presets/bucket_32
шорты женские оверсайз|oversize для_женщина subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские оверсайз" --context-subject-filter=true|preset=10100899&kind=0;2|presets/bucket_32
шорты женские пляжные больших размеров|большой для_женщина пляжный размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские пляжные больших размеров" --context-subject-filter=true|preset=19143907|presets/bucket_32
шорты женские поясом|для_женщина пояс subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские поясом" --context-subject-filter=true|preset=19142889|presets/bucket_32
шорты женские размер 60|60 для_женщина subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские размер 60" --context-subject-filter=true|preset=11056158|presets/bucket_32
шорты женские размер|для_женщина subj_размер subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="шорты женские размер" --context-subject-filter=true|preset=10355666|presets/bucket_32
шорты женские свободные|для_женщина свободный subj_шорты|elasticsearch|--context-subject="шорты" --query="шорты женские свободные" --context-subject-filter=true|preset=10052074&kind=0;2|presets/bucket_32
